UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
48808,L48808,L,302.4,311.3,1659,32.0,189,0,0,0,0,0,0
48809,M48809,M,298.9,309.0,1679,29.7,161,0,0,0,0,0,0
48810,L48810,L,302.8,311.3,1454,44.5,16,0,0,0,0,0,0
48811,L48811,L,298.1,308.5,1614,30.9,10,0,0,0,0,0,0
48812,L48812,L,299.3,309.4,1441,48.1,43,0,0,0,0,0,0
48813,M48813,M,303.9,313.5,1717,26.4,125,0,0,0,0,0,0
48814,L48814,L,298.4,309.9,1550,38.1,33,0,0,0,0,0,0
48815,L48815,L,298.1,307.9,1459,41.9,61,0,0,0,0,0,0
48816,L48816,L,299.4,308.7,1522,35.8,125,0,0,0,0,0,0
48817,H48817,H,298.5,309.1,1499,35.2,176,0,0,0,0,0,0
48818,L48818,L,300.2,309.4,1428,46.6,154,0,0,0,0,0,0
48819,H48819,H,301.4,310.4,1628,40.9,11,0,0,0,0,0,0
48820,L48820,L,295.9,306.3,1265,60.4,27,0,0,0,0,0,0
48821,M48821,M,295.9,306.4,1590,31.0,82,0,0,0,0,0,0
48822,L48822,L,297.7,308.7,1547,35.5,113,0,0,0,0,0,0
48823,L48823,L,298.6,308.4,1734,35.5,117,0,0,0,0,0,0
48824,L48824,L,303.1,310.2,1544,37.6,63,0,0,0,0,0,0
48825,L48825,L,301.0,311.1,1754,28.3,124,0,0,0,0,0,0
48826,L48826,L,301.6,312.4,1446,35.2,110,0,0,0,0,0,0
48827,H48827,H,299.9,309.0,1470,49.8,132,0,0,0,0,0,0
48828,M48828,M,302.1,311.6,1391,50.6,189,0,0,0,0,0,0
48829,M48829,M,301.1,310.4,1465,44.3,93,0,0,0,0,0,0
48830,L48830,L,299.2,310.2,1513,37.9,163,0,0,0,0,0,0
48831,L48831,L,298.3,310.0,1407,39.4,16,0,0,0,0,0,0
48832,M48832,M,301.3,310.3,1468,40.4,77,0,0,0,0,0,0
48833,L48833,L,298.6,307.7,1303,49.9,40,0,0,0,0,0,0
48834,L48834,L,299.4,308.5,1563,45.7,171,0,0,0,0,0,0
48835,M48835,M,299.0,310.4,1352,48.5,221,0,0,0,0,0,0
48836,L48836,L,300.9,310.9,1577,40.9,89,0,0,0,0,0,0
48837,L48837,L,302.7,311.2,1588,37.0,158,0,0,0,0,0,0
48838,M48838,M,298.0,308.3,1404,55.2,19,0,0,0,0,0,0
48839,L48839,L,298.0,307.4,1398,47.7,163,0,0,0,0,0,0
48840,L48840,L,302.5,311.2,1640,32.6,107,0,0,0,0,0,0
48841,L48841,L,297.1,308.7,1458,48.2,133,0,0,0,0,0,0
48842,L48842,L,298.8,309.9,1446,43.5,46,0,0,0,0,0,0
48843,M48843,M,302.7,310.9,1335,49.6,192,1,0,1,0,0,0
48844,M48844,M,298.0,309.1,1816,27.3,209,0,0,0,0,0,0
48845,L48845,L,302.7,312.3,1710,23.6,88,0,0,0,0,0,0
48846,L48846,L,300.3,311.8,1405,43.7,223,0,0,0,0,0,0
48847,M48847,M,302.7,312.0,1734,26.2,98,0,0,0,0,0,0
48848,H48848,H,299.9,309.3,1441,40.1,185,0,0,0,0,0,0
48849,L48849,L,298.7,310.5,1482,42.4,163,0,0,0,0,0,0
48850,H48850,H,299.6,308.9,1362,46.7,199,0,0,0,0,0,0
48851,L48851,L,303.0,311.7,1508,38.9,1,0,0,0,0,0,0
48852,L48852,L,297.8,309.8,1404,46.5,40,0,0,0,0,0,0
48853,L48853,L,304.0,313.5,1483,45.7,114,0,0,0,0,0,0
48854,M48854,M,298.4,307.7,1774,29.1,172,0,0,0,0,0,0
48855,L48855,L,300.6,309.7,1675,35.9,51,0,0,0,0,0,0
48856,L48856,L,300.4,310.1,1364,47.6,30,0,0,0,0,0,0
48857,L48857,L,298.4,308.0,1657,41.7,0,0,0,0,0,0,0
48858,L48858,L,300.4,310.7,1517,39.7,64,0,0,0,0,0,0
48859,L48859,L,300.2,309.3,1674,29.1,206,0,0,0,0,0,0
48860,H48860,H,298.0,308.8,1427,41.6,60,0,0,0,0,0,0
48861,L48861,L,301.6,311.1,1382,50.7,17,0,0,0,0,0,0
48862,L48862,L,299.7,310.1,1626,37.4,109,0,0,0,0,0,0
48863,L48863,L,301.7,311.1,1602,42.8,27,0,0,0,0,0,0
48864,M48864,M,300.2,310.4,1505,42.2,9,0,0,0,0,0,0
48865,L48865,L,302.7,310.4,1623,27.8,78,0,0,0,0,0,0
48866,L48866,L,297.8,309.0,1562,42.2,47,0,0,0,0,0,0
48867,L48867,L,298.6,309.0,1321,59.9,34,0,0,0,0,0,0
48868,L48868,L,303.7,312.7,1360,44.8,45,0,0,0,0,0,0
48869,M48869,M,301.6,310.4,1492,36.6,38,0,0,0,0,0,0
48870,L48870,L,302.2,310.5,1495,45.0,100,0,0,0,0,0,0
48871,L48871,L,300.3,311.4,1435,39.4,144,0,0,0,0,0,0
48872,L48872,L,300.3,310.2,1434,39.1,210,0,0,0,0,0,0
48873,L48873,L,301.8,310.7,1521,39.2,207,1,1,0,0,0,0
48874,L48874,L,302.7,311.8,1546,38.1,145,0,0,0,0,0,0
48875,M48875,M,296.8,307.6,1485,53.6,102,0,0,0,0,0,0
48876,L48876,L,299.0,310.3,1485,42.9,67,0,0,0,0,0,0
48877,L48877,L,300.4,309.0,1305,56.6,186,0,0,0,0,0,0
48878,L48878,L,300.8,311.7,1444,49.8,204,0,0,0,0,0,0
48879,L48879,L,300.8,310.8,1533,44.7,147,0,0,0,0,0,0
48880,L48880,L,301.3,310.5,1372,47.5,20,0,0,0,0,0,0
48881,M48881,M,297.9,307.9,1360,53.7,62,0,0,0,0,0,0
48882,L48882,L,299.9,312.0,1559,39.3,124,0,0,0,0,0,0
48883,M48883,M,301.0,310.0,1373,42.6,116,0,0,0,0,0,0
48884,M48884,M,301.4,310.4,1584,38.8,110,0,0,0,0,0,0
48885,L48885,L,300.6,311.6,1464,49.7,180,0,0,0,0,0,0
48886,L48886,L,297.5,306.9,1421,45.1,0,0,0,0,0,0,0
48887,L48887,L,296.1,306.7,1360,47.9,61,0,0,0,0,0,0
48888,M48888,M,304.1,313.8,1515,42.9,164,0,0,0,0,0,0
48889,M48889,M,297.5,308.2,1661,34.4,21,0,0,0,0,0,0
48890,M48890,M,301.3,311.2,1579,39.4,115,0,0,0,0,0,0
48891,M48891,M,299.1,309.5,1715,28.3,104,0,0,0,0,0,0
48892,L48892,L,301.0,310.7,1806,23.4,126,0,0,0,0,0,0
48893,L48893,L,298.2,309.3,1373,60.9,189,1,0,0,0,1,0
48894,L48894,L,297.3,309.2,1807,25.0,97,0,0,0,0,0,0
48895,L48895,L,299.8,309.1,1620,29.3,102,0,0,0,0,0,0
48896,M48896,M,300.6,309.7,1681,28.1,194,0,0,0,0,0,0
48897,M48897,M,296.8,308.0,1845,25.0,207,0,0,0,0,0,0
48898,L48898,L,299.3,309.0,1410,48.2,77,0,0,0,0,0,0
48899,L48899,L,297.5,308.6,1436,43.9,5,0,0,0,0,0,0
48900,M48900,M,300.4,310.2,1376,50.6,54,0,0,0,0,0,0
48901,M48901,M,299.1,310.6,1708,30.4,23,0,0,0,0,0,0
48902,L48902,L,302.6,312.0,1875,26.4,119,0,0,0,0,0,0
48903,L48903,L,297.7,309.5,1793,24.8,108,0,0,0,0,0,0
48904,L48904,L,303.9,312.7,1802,24.2,158,0,0,0,0,0,0
48905,M48905,M,298.9,309.5,1421,50.1,133,0,0,0,0,0,0
48906,L48906,L,298.4,308.5,1528,37.4,157,0,0,0,0,0,0
48907,L48907,L,301.3,310.5,1385,43.7,200,0,0,0,0,0,0
48908,M48908,M,297.9,308.4,1503,34.9,85,0,0,0,0,0,0
48909,L48909,L,300.4,309.7,1412,47.8,35,0,0,0,0,0,0
48910,L48910,L,300.6,311.1,1402,51.1,89,0,0,0,0,0,0
48911,M48911,M,298.2,308.1,1408,52.9,112,0,0,0,0,0,0
48912,L48912,L,303.8,312.0,1813,22.4,99,0,0,0,0,0,0
48913,L48913,L,298.6,309.1,1363,55.0,163,0,0,0,0,0,0
48914,L48914,L,299.0,310.0,1454,41.6,78,0,0,0,0,0,0
48915,L48915,L,300.3,310.7,1360,49.6,93,0,0,0,0,0,0
48916,L48916,L,298.9,310.2,1725,26.5,2,0,0,0,0,0,0
48917,L48917,L,297.9,308.4,1480,35.8,126,0,0,0,0,0,0
48918,L48918,L,300.5,310.5,1559,37.3,198,0,0,0,0,0,0
48919,L48919,L,300.6,311.7,1454,38.9,19,0,0,0,0,0,0
48920,L48920,L,299.0,308.5,1310,50.9,137,0,0,0,0,0,0
48921,L48921,L,296.7,308.5,1774,25.6,165,0,0,0,0,0,0
48922,L48922,L,298.1,309.1,1528,34.6,34,0,0,0,0,0,0
48923,L48923,L,297.3,308.3,1638,30.4,159,0,0,0,0,0,0
48924,L48924,L,297.6,309.1,1878,24.6,202,0,0,0,0,0,0
48925,L48925,L,302.5,310.2,1448,49.0,122,0,0,0,0,0,0
48926,L48926,L,300.4,311.9,1546,37.7,181,0,0,0,0,0,0
48927,M48927,M,298.3,307.9,1320,54.5,111,0,0,0,0,0,0
48928,L48928,L,302.0,309.8,1525,47.2,107,0,0,0,0,0,0
48929,M48929,M,300.9,312.6,1524,40.6,73,0,0,0,0,0,0
48930,L48930,L,300.6,311.7,1614,35.8,23,0,0,0,0,0,0
48931,M48931,M,300.1,311.6,1543,40.5,101,0,0,0,0,0,0
48932,L48932,L,300.2,309.4,1561,39.5,50,0,0,0,0,0,0
48933,M48933,M,299.5,310.8,1669,34.4,133,0,0,0,0,0,0
48934,M48934,M,304.2,313.2,1430,53.1,10,0,0,0,0,0,0
48935,L48935,L,297.6,308.1,1550,36.9,58,0,0,0,0,0,0
48936,L48936,L,297.8,307.4,1400,47.9,108,0,0,0,0,0,0
48937,L48937,L,300.0,309.9,1696,30.2,198,0,0,0,0,0,0
48938,L48938,L,297.6,308.2,1455,46.6,110,0,0,0,0,0,0
48939,H48939,H,300.8,310.8,1425,45.8,137,0,0,0,0,0,0
48940,L48940,L,299.8,309.6,1446,41.9,14,0,0,0,0,0,0
48941,M48941,M,301.0,310.6,1504,46.5,58,0,0,0,0,0,0
48942,L48942,L,304.2,313.6,1519,35.6,215,0,0,0,0,0,0
48943,H48943,H,300.1,309.7,1496,38.8,39,0,0,0,0,0,0
48944,H48944,H,300.2,309.9,1445,42.2,90,0,0,0,0,0,0
48945,M48945,M,300.5,309.4,1520,45.1,96,0,0,0,0,0,0
48946,L48946,L,297.8,309.0,1549,45.0,194,0,0,0,0,0,0
48947,M48947,M,299.8,309.3,1556,35.9,96,0,0,0,0,0,0
48948,L48948,L,300.7,310.7,1330,53.5,72,0,0,0,0,0,0
48949,L48949,L,299.3,311.6,1583,35.8,36,0,0,0,0,0,0
48950,M48950,M,298.7,307.8,1535,43.6,78,0,0,0,0,0,0
48951,M48951,M,299.3,308.4,1664,29.2,14,0,0,0,0,0,0
48952,L48952,L,299.9,309.9,1530,35.6,48,0,0,0,0,0,0
48953,L48953,L,298.4,310.0,1431,41.4,156,0,0,0,0,0,0
48954,L48954,L,298.9,310.5,1394,52.9,87,0,0,0,0,0,0
48955,L48955,L,297.7,308.5,1605,36.6,141,0,0,0,0,0,0
48956,L48956,L,298.9,308.8,1591,33.7,6,0,0,0,0,0,0
48957,L48957,L,302.9,312.2,1572,33.9,229,0,0,0,0,0,0
48958,L48958,L,298.8,308.4,1401,41.6,89,0,0,0,0,0,0
48959,L48959,L,301.8,311.6,1450,46.6,14,0,0,0,0,0,0
48960,L48960,L,299.1,308.4,1355,56.0,109,0,0,0,0,0,0
48961,L48961,L,297.2,308.4,1673,32.1,126,0,0,0,0,0,0
48962,L48962,L,300.1,308.8,1603,33.7,104,0,0,0,0,0,0
48963,M48963,M,297.5,307.9,1567,33.1,141,0,0,0,0,0,0
48964,M48964,M,301.8,310.2,1484,42.2,154,0,0,0,0,0,0
48965,H48965,H,303.2,312.0,1673,27.0,182,0,0,0,0,0,0
48966,H48966,H,303.0,312.0,1691,29.5,177,0,0,0,0,0,0
48967,L48967,L,299.0,310.0,1778,26.0,170,0,0,0,0,0,0
48968,H48968,H,303.1,311.1,1668,28.1,52,0,0,0,0,0,0
48969,L48969,L,298.7,309.6,1399,46.4,43,0,0,0,0,0,0
48970,M48970,M,299.0,310.1,1514,44.1,25,0,0,0,0,0,0
48971,L48971,L,300.8,311.6,1545,36.8,13,0,0,0,0,0,0
48972,L48972,L,300.3,309.8,1366,53.6,184,0,0,0,0,0,0
48973,L48973,L,302.4,311.3,1558,41.8,77,0,0,0,0,0,0
48974,L48974,L,298.6,310.1,1578,35.2,136,0,0,0,0,0,0
48975,L48975,L,298.9,308.5,1321,48.3,63,0,0,0,0,0,0
48976,M48976,M,299.2,308.6,1376,50.4,168,0,0,0,0,0,0
48977,M48977,M,297.2,307.8,1565,39.7,113,0,0,0,0,0,0
48978,L48978,L,303.1,311.6,1527,42.4,226,0,0,0,0,0,0
48979,M48979,M,301.7,310.3,1716,33.2,109,0,0,0,0,0,0
48980,L48980,L,297.7,308.5,1466,49.6,0,0,0,0,0,0,0
48981,L48981,L,298.9,309.3,1570,37.3,34,0,0,0,0,0,0
48982,H48982,H,298.4,309.3,1686,30.4,111,0,0,0,0,0,0
48983,L48983,L,300.9,309.9,1906,21.7,223,0,0,0,0,0,0
48984,M48984,M,297.7,309.4,1596,36.8,169,0,0,0,0,0,0
48985,L48985,L,300.3,311.6,1498,45.5,164,0,0,0,0,0,0
48986,M48986,M,297.9,308.9,1516,38.9,98,0,0,0,0,0,0
48987,M48987,M,295.9,305.9,1810,23.8,161,0,0,0,0,0,0
48988,L48988,L,302.2,310.3,1287,68.3,197,1,0,1,1,1,0
48989,M48989,M,302.5,310.6,1574,36.8,124,0,0,0,0,0,0
48990,M48990,M,302.0,310.5,1477,43.8,163,0,0,0,0,0,0
48991,M48991,M,299.9,311.6,1571,36.7,55,0,0,0,0,0,0
48992,H48992,H,301.1,310.3,1532,38.9,88,0,0,0,0,0,0
48993,L48993,L,300.8,310.7,1458,47.1,65,0,0,0,0,0,0
48994,L48994,L,298.9,307.8,1466,53.2,29,0,0,0,0,0,0
48995,M48995,M,299.8,309.6,1562,30.4,177,0,0,0,0,0,0
48996,L48996,L,297.7,308.8,1590,32.9,74,0,0,0,0,0,0
48997,L48997,L,301.1,310.6,1992,18.7,211,0,0,0,0,0,0
48998,L48998,L,298.1,308.3,1303,58.2,90,0,0,0,0,0,0
48999,L48999,L,303.9,312.2,1492,42.7,16,0,0,0,0,0,0
49000,L49000,L,298.8,309.5,1716,23.8,103,0,0,0,0,0,0
49001,M49001,M,297.0,307.5,1525,37.0,136,0,0,0,0,0,0
49002,L49002,L,298.8,309.2,1412,42.3,183,0,0,0,0,0,0
49003,M49003,M,299.2,309.3,1458,43.4,139,0,0,0,0,0,0
49004,L49004,L,297.6,308.7,1512,50.2,3,0,0,0,0,0,0
49005,M49005,M,300.2,311.7,1705,29.7,213,0,0,0,0,0,0
49006,M49006,M,298.4,308.5,1516,42.2,201,1,1,0,0,0,0
49007,L49007,L,301.4,311.3,1581,35.7,132,0,0,0,0,0,0
49008,L49008,L,297.9,309.9,1534,32.6,33,0,0,0,0,0,0
49009,M49009,M,303.8,312.3,1759,27.0,189,0,0,0,0,0,0
49010,L49010,L,299.3,309.1,1634,33.2,192,0,0,0,0,0,0
49011,L49011,L,300.3,309.3,1494,46.6,36,0,0,0,0,0,0
49012,H49012,H,301.7,312.5,1380,47.8,83,0,0,0,0,0,0
49013,M49013,M,299.7,309.3,1678,28.6,14,0,0,0,0,0,0
49014,M49014,M,297.3,308.0,1460,43.7,39,0,0,0,0,0,0
49015,L49015,L,301.4,310.2,1526,41.7,205,0,0,0,0,0,0
49016,L49016,L,299.1,308.4,1319,47.6,32,0,0,0,0,0,0
49017,L49017,L,298.9,309.9,1637,31.9,45,0,0,0,0,0,0
49018,M49018,M,298.9,309.4,1603,30.4,68,0,0,0,0,0,0
49019,L49019,L,301.8,310.3,1450,46.6,92,0,0,0,0,0,0
49020,L49020,L,297.9,307.8,1462,39.7,61,0,0,0,0,0,0
49021,L49021,L,300.9,310.5,1575,31.6,97,0,0,0,0,0,0
49022,L49022,L,300.8,311.0,1744,29.5,141,0,0,0,0,0,0
49023,L49023,L,302.5,310.5,1772,24.3,95,0,0,0,0,0,0
49024,M49024,M,297.5,308.5,1503,41.1,20,0,0,0,0,0,0
49025,L49025,L,297.6,309.4,1614,32.6,29,0,0,0,0,0,0
49026,M49026,M,300.8,310.7,1485,39.9,71,0,0,0,0,0,0
49027,M49027,M,299.9,309.6,1642,31.2,31,0,0,0,0,0,0
49028,L49028,L,301.4,311.2,1539,46.3,81,0,0,0,0,0,0
49029,H49029,H,300.9,309.5,1489,45.6,227,0,0,0,0,0,0
49030,L49030,L,299.4,307.8,1395,45.7,13,0,0,0,0,0,0
49031,L49031,L,298.1,309.8,1528,30.2,192,0,0,0,0,0,0
49032,L49032,L,301.1,310.1,1380,49.1,202,1,1,0,0,0,0
49033,L49033,L,300.8,310.7,1473,44.3,207,0,0,0,0,0,0
49034,L49034,L,300.0,311.2,1372,49.0,111,0,0,0,0,0,0
49035,M49035,M,301.9,310.7,1755,28.4,112,0,0,0,0,0,0
49036,H49036,H,299.1,308.7,1424,47.3,7,0,0,0,0,0,0
49037,M49037,M,299.7,310.9,1480,39.9,93,0,0,0,0,0,0
49038,L49038,L,304.1,313.7,1657,33.8,61,0,0,0,0,0,0
49039,M49039,M,299.8,309.5,1332,53.5,188,0,0,0,0,0,0
49040,M49040,M,300.0,311.6,1339,62.1,8,0,0,0,0,0,0
49041,L49041,L,301.5,310.5,1592,35.6,125,0,0,0,0,0,0
49042,M49042,M,298.8,309.8,1561,33.7,207,0,0,0,0,0,0
49043,L49043,L,298.8,309.0,1468,53.7,95,0,0,0,0,0,0
49044,L49044,L,300.9,311.1,1557,32.4,55,0,0,0,0,0,0
49045,L49045,L,297.6,308.7,1472,43.2,60,0,0,0,0,0,0
49046,L49046,L,300.7,310.7,1577,36.2,229,0,0,0,0,0,0
49047,L49047,L,302.8,311.0,1370,50.7,204,1,0,1,0,0,0
49048,L49048,L,298.3,307.9,1379,44.9,100,0,0,0,0,0,0
49049,L49049,L,300.5,310.9,1608,35.1,73,0,0,0,0,0,0
49050,L49050,L,297.3,308.5,1693,29.4,30,0,0,0,0,0,0
49051,M49051,M,299.6,308.5,1333,50.3,53,0,0,0,0,0,0
49052,L49052,L,297.5,308.7,1579,37.1,153,0,0,0,0,0,0
49053,L49053,L,299.2,310.4,1578,39.8,143,0,0,0,0,0,0
49054,M49054,M,297.3,308.1,1466,41.9,55,0,0,0,0,0,0
49055,M49055,M,301.5,310.4,1478,42.1,77,0,0,0,0,0,0
49056,M49056,M,303.2,313.2,1482,45.8,86,0,0,0,0,0,0
49057,M49057,M,297.6,308.0,1694,29.4,121,0,0,0,0,0,0
49058,L49058,L,302.4,311.0,1327,58.6,177,0,0,0,0,0,0
49059,L49059,L,303.4,312.4,2162,16.3,220,0,0,0,0,0,0
49060,L49060,L,298.7,309.9,1562,29.2,112,0,0,0,0,0,0
49061,L49061,L,303.7,312.4,1615,35.1,86,0,0,0,0,0,0
49062,L49062,L,300.5,310.4,1624,29.7,41,0,0,0,0,0,0
49063,L49063,L,299.8,311.5,1442,41.2,91,0,0,0,0,0,0
49064,L49064,L,299.7,309.1,1391,42.5,209,0,0,0,0,0,0
49065,L49065,L,300.1,309.9,1552,38.6,2,0,0,0,0,0,0
49066,L49066,L,299.5,310.0,1596,32.9,143,0,0,0,0,0,0
49067,L49067,L,302.0,311.5,1501,31.3,199,0,0,0,0,0,0
49068,L49068,L,302.8,312.2,1536,37.5,196,0,0,0,0,0,0
49069,L49069,L,298.4,307.8,1277,48.3,44,0,0,0,0,0,0
49070,H49070,H,297.0,308.0,1649,31.5,85,0,0,0,0,0,0
49071,L49071,L,303.5,313.4,1450,43.6,48,0,0,0,0,0,0
49072,L49072,L,297.9,308.6,1504,36.9,158,0,0,0,0,0,0
49073,M49073,M,297.6,308.8,1426,49.7,155,0,0,0,0,0,0
49074,L49074,L,298.0,310.1,1661,30.5,56,0,0,0,0,0,0
49075,M49075,M,297.3,308.2,1631,37.7,101,0,0,0,0,0,0
49076,L49076,L,301.6,310.9,1523,40.5,15,0,0,0,0,0,0
49077,M49077,M,303.2,312.7,1658,32.5,80,0,0,0,0,0,0
49078,L49078,L,304.1,312.6,1590,34.0,108,0,0,0,0,0,0
49079,L49079,L,297.5,308.1,1521,35.7,107,0,0,0,0,0,0
49080,L49080,L,296.5,307.7,1348,57.3,88,0,0,0,0,0,0
49081,L49081,L,299.9,310.3,1432,47.6,183,0,0,0,0,0,0
49082,H49082,H,300.6,309.8,1517,48.4,182,0,0,0,0,0,0
49083,L49083,L,300.6,310.6,1716,27.1,44,0,0,0,0,0,0
49084,L49084,L,298.5,308.3,1412,54.4,21,0,0,0,0,0,0
49085,M49085,M,300.3,311.7,1413,48.4,197,0,0,0,0,0,0
49086,L49086,L,299.3,310.5,1377,48.6,87,0,0,0,0,0,0
49087,L49087,L,299.4,310.0,1309,60.7,92,0,0,0,0,0,0
49088,L49088,L,300.8,310.7,1385,42.1,222,0,0,0,0,0,0
49089,L49089,L,301.5,311.0,1463,40.9,2,0,0,0,0,0,0
49090,H49090,H,297.8,308.8,1512,46.4,146,0,0,0,0,0,0
49091,L49091,L,302.9,310.8,1289,51.9,39,1,0,1,0,0,0
49092,L49092,L,298.3,309.9,1467,45.0,185,0,0,0,0,0,0
49093,H49093,H,297.3,309.3,1430,48.5,7,0,0,0,0,0,0
49094,L49094,L,301.5,310.8,1492,40.1,137,0,0,0,0,0,0
49095,L49095,L,299.7,308.8,1610,34.5,148,0,0,0,0,0,0
49096,L49096,L,300.8,311.1,1564,41.0,0,0,0,0,0,0,0
49097,L49097,L,298.5,309.7,1498,39.5,130,0,0,0,0,0,0
49098,H49098,H,298.9,309.7,1499,39.6,150,0,0,0,0,0,0
49099,L49099,L,297.0,307.9,1418,44.5,61,0,0,0,0,0,0
49100,H49100,H,303.3,311.5,1644,31.9,52,0,0,0,0,0,0
49101,L49101,L,299.6,308.4,2537,13.0,181,1,0,0,1,0,0
49102,L49102,L,297.6,308.8,1441,45.4,24,0,0,0,0,0,0
49103,L49103,L,301.9,311.3,1434,39.0,97,0,0,0,0,0,0
49104,L49104,L,301.1,309.7,1483,38.3,147,0,0,0,0,0,0
49105,M49105,M,300.5,311.1,1452,43.5,181,0,0,0,0,0,0
49106,L49106,L,301.6,310.3,1457,50.1,0,0,0,0,0,0,0
49107,L49107,L,297.4,308.6,1519,42.6,140,0,0,0,0,0,0
49108,L49108,L,297.6,308.0,1735,26.5,66,0,0,0,0,0,0
49109,L49109,L,303.6,312.4,1413,45.1,188,0,0,0,0,0,0
49110,M49110,M,298.2,308.4,1569,39.1,2,0,0,0,0,0,0
49111,L49111,L,300.9,310.5,1871,21.5,190,0,0,0,0,0,0
49112,H49112,H,300.4,311.0,1365,48.5,145,0,0,0,0,0,0
49113,L49113,L,300.4,311.5,1523,39.4,107,0,0,0,0,0,0
49114,H49114,H,301.5,311.0,1412,47.8,151,0,0,0,0,0,0
49115,L49115,L,301.0,310.7,1343,59.2,201,1,0,0,0,1,0
49116,M49116,M,299.9,309.7,1464,46.0,29,0,0,0,0,0,0
49117,M49117,M,302.5,311.3,1524,42.5,47,0,0,0,0,0,0
49118,L49118,L,298.7,310.2,1485,43.0,103,0,0,0,0,0,0
49119,L49119,L,301.0,310.3,1592,35.9,12,0,0,0,0,0,0
49120,L49120,L,300.1,309.6,1522,39.5,32,0,0,0,0,0,0
49121,L49121,L,299.7,309.0,1501,45.9,13,0,0,0,0,0,0
49122,L49122,L,300.4,311.4,1498,44.9,199,0,0,0,0,0,0
49123,L49123,L,297.1,308.0,1347,51.6,186,0,0,0,0,0,0
49124,M49124,M,298.2,309.7,1578,40.6,83,0,0,0,0,0,0
49125,L49125,L,300.6,310.8,1585,34.2,116,0,0,0,0,0,0
49126,L49126,L,300.7,310.9,1470,47.0,81,0,0,0,0,0,0
49127,L49127,L,298.6,309.6,1515,41.7,185,0,0,0,0,0,0
49128,L49128,L,303.4,311.0,1631,32.9,24,0,0,0,0,0,0
49129,L49129,L,297.3,309.0,1468,41.6,124,0,0,0,0,0,0
49130,L49130,L,300.5,309.5,1448,46.7,222,0,0,0,0,0,0
49131,L49131,L,301.8,310.1,1566,35.5,159,0,0,0,0,0,0
49132,M49132,M,299.0,309.2,1438,37.5,113,0,0,0,0,0,0
49133,M49133,M,299.0,308.5,1461,51.0,210,0,0,0,0,0,0
49134,L49134,L,300.2,309.3,1536,34.7,81,0,0,0,0,0,0
49135,M49135,M,300.6,310.4,1832,22.5,114,0,0,0,0,0,0
49136,L49136,L,299.9,309.1,1425,52.2,114,0,0,0,0,0,0
49137,M49137,M,304.1,313.0,1464,41.3,104,0,0,0,0,0,0
49138,L49138,L,298.1,307.8,1566,38.4,34,0,0,0,0,0,0
49139,L49139,L,296.9,308.5,1438,56.2,180,0,0,0,0,0,0
49140,L49140,L,297.3,308.6,1502,36.3,120,0,0,0,0,0,0
49141,L49141,L,302.1,309.9,1350,49.9,72,1,0,1,0,0,0
49142,L49142,L,297.4,309.4,1755,27.6,24,0,0,0,0,0,0
49143,L49143,L,303.5,312.3,1334,45.0,182,0,0,0,0,0,0
49144,M49144,M,299.8,310.0,1402,43.4,24,0,0,0,0,0,0
49145,L49145,L,300.7,310.9,1315,51.5,106,0,0,0,0,0,0
49146,M49146,M,296.6,307.8,1812,26.0,86,0,0,0,0,0,0
49147,M49147,M,299.9,309.4,1507,45.9,88,0,0,0,0,0,0
49148,L49148,L,301.0,309.3,1595,34.0,129,0,0,0,0,0,0
49149,L49149,L,301.7,310.8,1351,48.3,197,0,0,0,0,0,0
49150,M49150,M,302.1,311.8,1505,39.4,170,0,0,0,0,0,0
49151,H49151,H,295.9,307.0,1554,41.8,28,0,0,0,0,0,0
49152,L49152,L,298.2,309.0,1588,39.1,83,0,0,0,0,0,0
49153,L49153,L,300.2,311.9,1574,41.1,0,0,0,0,0,0,0
49154,L49154,L,303.9,313.3,1418,47.5,87,0,0,0,0,0,0
49155,L49155,L,300.5,311.5,1467,38.4,190,0,0,0,0,0,0
49156,M49156,M,300.1,309.3,1576,37.1,167,0,0,0,0,0,0
49157,M49157,M,297.3,308.3,1664,30.1,26,0,0,0,0,0,0
49158,M49158,M,298.5,307.8,1504,36.9,33,0,0,0,0,0,0
49159,M49159,M,301.6,310.2,1659,30.4,0,0,0,0,0,0,0
49160,L49160,L,300.6,311.8,1506,43.3,188,0,0,0,0,0,0
49161,L49161,L,298.8,309.8,1532,41.7,158,0,0,0,0,0,0
49162,M49162,M,300.1,311.7,1778,24.5,213,1,1,0,0,0,0
49163,L49163,L,300.7,309.9,1445,49.0,215,0,0,0,0,0,0
49164,L49164,L,302.3,311.4,1832,22.2,68,0,0,0,0,0,0
49165,M49165,M,300.2,309.5,1424,45.0,139,0,0,0,0,0,0
49166,M49166,M,302.1,310.8,1437,52.2,94,0,0,0,0,0,0
49167,M49167,M,298.2,309.2,1425,46.5,13,0,0,0,0,0,0
49168,L49168,L,296.9,307.8,1517,39.7,233,0,0,0,0,0,0
49169,L49169,L,302.5,310.3,1547,40.9,171,0,0,0,0,0,0
49170,M49170,M,303.2,311.1,1600,38.3,186,0,0,0,0,0,0
49171,L49171,L,300.0,309.4,1566,37.4,155,0,0,0,0,0,0
49172,L49172,L,299.7,311.4,1489,40.6,30,0,0,0,0,0,0
49173,L49173,L,302.2,311.9,1609,34.4,152,0,0,0,0,0,0
