Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,Tool_Torque
3,301.2,310.2,1479,43.2,179,0,0,0,0,0,0,63892.8,9.0,7732.8
3,298.4,310.1,1625,30.5,43,1,0,0,0,0,1,49562.5,11.700000000000045,1311.5
3,297.5,307.9,1640,38.2,203,0,0,0,0,0,0,62648.00000000001,10.399999999999977,7754.6
3,303.8,312.9,1435,44.0,120,0,0,0,0,0,0,63140.0,9.099999999999966,5280.0
3,298.7,307.9,1363,46.3,191,0,0,0,0,0,0,63106.899999999994,9.199999999999989,8843.3
3,302.4,311.0,1480,42.9,1,0,0,0,0,0,0,63492.0,8.600000000000023,42.9
2,297.3,307.9,1399,48.0,109,0,0,0,0,0,0,67152.0,10.599999999999966,5232.0
3,298.4,307.5,1378,45.5,185,0,0,0,0,0,0,62699.0,9.100000000000023,8417.5
3,299.8,311.9,1463,43.9,172,0,0,0,0,0,0,64225.7,12.099999999999966,7550.8
3,301.9,311.0,1536,33.4,183,0,0,0,0,0,0,51302.399999999994,9.100000000000023,6112.2
2,302.1,311.1,1604,37.2,170,0,0,0,0,0,0,59668.8,9.0,6324.000000000001
2,299.5,310.7,1704,25.0,194,0,0,0,0,0,0,42600.0,11.199999999999989,4850.0
1,301.6,310.0,1631,35.2,158,0,0,0,0,0,0,57411.200000000004,8.399999999999977,5561.6
3,303.3,312.5,1738,25.4,12,0,0,0,0,0,0,44145.2,9.199999999999989,304.79999999999995
3,301.7,310.6,2271,15.6,106,0,0,0,0,0,0,35427.6,8.900000000000034,1653.6
3,300.8,311.5,1555,40.8,98,0,0,0,0,0,0,63443.99999999999,10.699999999999989,3998.3999999999996
3,299.2,309.2,1385,50.0,1,0,0,0,0,0,0,69250.0,10.0,50.0
2,299.8,311.0,1551,35.4,168,0,0,0,0,0,0,54905.399999999994,11.199999999999989,5947.2
3,300.8,312.1,1571,37.4,92,0,0,0,0,0,0,58755.399999999994,11.300000000000011,3440.7999999999997
3,299.0,308.5,1569,37.0,104,0,0,0,0,0,0,58053.0,9.5,3848.0
3,300.3,310.1,1774,27.9,196,0,0,0,0,0,0,49494.6,9.800000000000011,5468.4
1,300.3,311.9,1448,44.9,38,0,0,0,0,0,0,65015.2,11.599999999999966,1706.2
3,300.3,309.5,1517,34.2,19,0,0,0,0,0,0,51881.4,9.199999999999989,649.8000000000001
1,300.3,311.2,1959,20.9,99,0,0,0,0,0,0,40943.1,10.899999999999977,2069.1
3,300.4,309.2,1552,40.3,87,0,0,0,0,0,0,62545.6,8.800000000000011,3506.1
3,301.7,311.4,2026,19.5,188,0,0,0,0,0,0,39507.0,9.699999999999989,3666.0
3,303.6,313.3,1405,45.3,17,0,0,0,0,0,0,63646.49999999999,9.699999999999989,770.0999999999999
3,298.4,308.7,1237,58.3,144,0,0,0,0,0,0,72117.09999999999,10.300000000000011,8395.199999999999
3,300.6,310.3,1545,40.8,82,0,0,0,0,0,0,63035.99999999999,9.699999999999989,3345.6
3,300.6,310.9,1439,44.8,178,0,0,0,0,0,0,64467.2,10.299999999999955,7974.4
2,298.1,308.0,1585,36.9,19,0,0,0,0,0,0,58486.5,9.899999999999977,701.1
3,297.8,308.7,1362,42.8,119,0,0,0,0,0,0,58293.6,10.899999999999977,5093.2
3,302.2,311.4,1980,19.0,21,0,0,0,0,0,0,37620.0,9.199999999999989,399.0
2,298.5,308.9,1493,39.4,87,0,0,0,0,0,0,58824.2,10.399999999999977,3427.7999999999997
2,297.7,308.7,1350,46.8,76,0,0,0,0,0,0,63179.99999999999,11.0,3556.7999999999997
2,301.4,311.1,1483,48.5,43,0,0,0,0,0,0,71925.5,9.700000000000045,2085.5
3,298.2,309.0,1449,53.2,83,0,0,0,0,0,0,77086.8,10.800000000000011,4415.6
3,297.5,308.3,1843,23.6,81,0,0,0,0,0,0,43494.8,10.800000000000011,1911.6000000000001
3,297.8,308.4,1758,26.3,135,0,0,0,0,0,0,46235.4,10.599999999999966,3550.5
3,300.9,310.1,1475,44.0,37,0,0,0,0,0,0,64900.0,9.200000000000045,1628.0
2,298.3,308.6,1651,26.9,51,0,0,0,0,0,0,44411.899999999994,10.300000000000011,1371.8999999999999
1,296.9,308.0,1747,27.1,136,0,0,0,0,0,0,47343.700000000004,11.100000000000023,3685.6000000000004
1,302.3,310.0,1640,31.4,101,0,0,0,0,0,0,51496.0,7.699999999999989,3171.3999999999996
3,298.1,308.4,1512,30.9,169,0,0,0,0,0,0,46720.799999999996,10.299999999999955,5222.099999999999
3,297.4,308.5,1730,28.3,45,0,0,0,0,0,0,48959.0,11.100000000000023,1273.5
2,300.4,311.5,1361,51.5,72,0,0,0,0,0,0,70091.5,11.100000000000023,3708.0
2,297.4,307.3,1323,51.5,182,0,0,0,0,0,0,68134.5,9.900000000000034,9373.0
2,299.2,310.3,1701,30.7,103,0,0,0,0,0,0,52220.7,11.100000000000023,3162.1
3,301.8,311.3,1604,32.9,175,0,0,0,0,0,0,52771.6,9.5,5757.5
3,300.5,311.7,1466,42.9,181,0,0,0,0,0,0,62891.4,11.199999999999989,7764.9
1,302.3,310.3,1582,36.6,27,0,0,0,0,0,0,57901.200000000004,8.0,988.2
3,297.2,308.2,1500,37.5,35,0,0,0,0,0,0,56250.0,11.0,1312.5
1,301.5,311.2,1460,41.1,146,0,0,0,0,0,0,60006.0,9.699999999999989,6000.6
3,298.5,309.5,1574,35.2,141,0,0,0,0,0,0,55404.8,11.0,4963.200000000001
3,299.5,309.7,1319,47.8,16,0,0,0,0,0,0,63048.2,10.199999999999989,764.8
2,300.5,310.8,1434,45.5,99,0,0,0,0,0,0,65247.0,10.300000000000011,4504.5
3,299.9,310.7,1456,45.7,106,0,0,0,0,0,0,66539.2,10.800000000000011,4844.200000000001
2,300.6,309.7,1374,55.2,143,0,0,0,0,0,0,75844.8,9.099999999999966,7893.6
2,301.4,310.8,1444,43.0,158,0,0,0,0,0,0,62092.0,9.400000000000034,6794.0
3,298.6,308.3,1284,62.8,17,0,0,0,0,0,0,80635.2,9.699999999999989,1067.6
3,300.5,310.2,1285,57.5,52,0,0,0,0,0,0,73887.5,9.699999999999989,2990.0
2,297.1,308.5,1603,31.9,186,0,0,0,0,0,0,51135.7,11.399999999999977,5933.4
2,300.7,311.3,1853,21.4,30,0,0,0,0,0,0,39654.2,10.600000000000023,642.0
3,302.0,311.7,1458,42.1,13,0,0,0,0,0,0,61381.8,9.699999999999989,547.3000000000001
3,301.7,309.6,1547,46.9,114,0,0,0,0,0,0,72554.3,7.900000000000034,5346.599999999999
3,298.9,309.6,1212,62.6,37,0,0,0,0,0,0,75871.2,10.700000000000045,2316.2000000000003
3,297.0,308.9,1366,45.9,108,0,0,0,0,0,0,62699.4,11.899999999999977,4957.2
2,300.0,309.4,1602,34.0,146,0,0,0,0,0,0,54468.0,9.399999999999977,4964.0
3,300.6,310.0,1312,49.8,4,0,0,0,0,0,0,65337.6,9.399999999999977,199.2
2,298.6,308.9,1691,27.5,34,0,0,0,0,0,0,46502.5,10.299999999999955,935.0
2,299.0,308.1,1597,36.3,0,0,0,0,0,0,0,57971.1,9.100000000000023,0.0
3,303.1,311.1,1272,68.4,113,1,0,1,1,0,0,87004.8,8.0,7729.200000000001
3,300.2,311.2,1442,37.3,39,0,0,0,0,0,0,53786.6,11.0,1454.6999999999998
2,302.7,310.3,1370,53.5,162,1,0,1,0,0,0,73295.0,7.600000000000023,8667.0
1,300.7,310.0,1465,39.8,26,0,0,0,0,0,0,58306.99999999999,9.300000000000011,1034.8
1,302.0,309.9,1431,42.4,37,0,0,0,0,0,0,60674.4,7.899999999999977,1568.8
2,300.4,309.3,1482,42.0,12,0,0,0,0,0,0,62244.0,8.900000000000034,504.0
2,300.9,310.0,1282,55.6,42,0,0,0,0,0,0,71279.2,9.100000000000023,2335.2000000000003
3,301.9,309.6,1440,52.9,144,0,0,0,0,0,0,76176.0,7.7000000000000455,7617.599999999999
3,301.1,311.6,1370,51.5,59,0,0,0,0,0,0,70555.0,10.5,3038.5
3,300.9,309.3,1481,37.9,115,0,0,0,0,0,0,56129.9,8.400000000000034,4358.5
2,300.2,310.0,1559,36.4,225,0,0,0,0,0,0,56747.6,9.800000000000011,8190.0
2,301.0,310.2,1577,37.8,114,0,0,0,0,0,0,59610.6,9.199999999999989,4309.2
2,296.8,308.0,1418,46.4,126,0,0,0,0,0,0,65795.2,11.199999999999989,5846.4
2,299.7,309.7,1454,42.4,160,0,0,0,0,0,0,61649.6,10.0,6784.0
2,303.3,311.2,1575,38.1,185,0,0,0,0,0,0,60007.5,7.899999999999977,7048.5
3,302.1,310.7,1457,49.0,57,0,0,0,0,0,0,71393.0,8.599999999999966,2793.0
3,297.1,308.5,1613,32.1,132,0,0,0,0,0,0,51777.3,11.399999999999977,4237.2
3,298.5,309.9,1820,31.0,24,0,0,0,0,0,0,56420.0,11.399999999999977,744.0
3,296.8,308.4,1431,44.7,138,0,0,0,0,0,0,63965.700000000004,11.599999999999966,6168.6
2,301.3,310.6,1929,21.9,34,0,0,0,0,0,0,42245.1,9.300000000000011,744.5999999999999
2,302.4,311.1,1539,35.5,69,0,0,0,0,0,0,54634.5,8.700000000000045,2449.5
3,303.5,311.4,1531,39.5,0,0,0,0,0,0,0,60474.5,7.899999999999977,0.0
2,303.7,312.6,1764,23.7,156,0,0,0,0,0,0,41806.799999999996,8.900000000000034,3697.2
3,301.6,311.1,1586,34.4,173,0,0,0,0,0,0,54558.399999999994,9.5,5951.2
3,297.8,309.7,1623,33.3,230,0,0,0,0,0,0,54045.899999999994,11.899999999999977,7658.999999999999
2,302.8,311.5,1521,40.8,42,0,0,0,0,0,0,62056.799999999996,8.699999999999989,1713.6
2,298.5,310.1,1497,40.7,60,0,0,0,0,0,0,60927.9,11.600000000000023,2442.0
3,298.9,309.1,1806,26.5,34,0,0,0,0,0,0,47859.0,10.200000000000045,901.0
3,297.7,308.2,1275,54.9,104,0,0,0,0,0,0,69997.5,10.5,5709.599999999999
2,297.7,307.6,1800,26.0,122,0,0,0,0,0,0,46800.0,9.900000000000034,3172.0
3,300.3,309.2,2172,17.4,33,0,0,0,0,0,0,37792.799999999996,8.899999999999977,574.1999999999999
2,300.6,311.5,1631,33.5,115,0,0,0,0,0,0,54638.5,10.899999999999977,3852.5
2,303.2,312.5,1680,28.4,105,0,0,0,0,0,0,47712.0,9.300000000000011,2982.0
2,301.0,312.1,1478,41.2,29,0,0,0,0,0,0,60893.600000000006,11.100000000000023,1194.8000000000002
1,299.2,310.1,1418,50.7,46,0,0,0,0,0,0,71892.6,10.900000000000034,2332.2000000000003
2,302.1,311.2,1399,49.6,13,0,0,0,0,0,0,69390.40000000001,9.099999999999966,644.8000000000001
1,303.1,310.6,1555,36.6,27,0,0,0,0,0,0,56913.0,7.5,988.2
3,297.8,307.9,1395,45.0,159,0,0,0,0,0,0,62775.0,10.099999999999966,7155.0
1,298.8,308.1,1424,42.9,197,0,0,0,0,0,0,61089.6,9.300000000000011,8451.3
3,303.2,310.6,1490,42.9,210,0,0,0,0,0,0,63921.0,7.400000000000034,9009.0
3,299.2,308.1,1415,56.8,178,0,0,0,0,0,0,80372.0,8.900000000000034,10110.4
2,297.0,308.1,1679,32.8,78,0,0,0,0,0,0,55071.2,11.100000000000023,2558.3999999999996
2,301.9,311.0,1591,36.5,119,0,0,0,0,0,0,58071.5,9.100000000000023,4343.5
1,299.0,309.7,1577,31.7,90,0,0,0,0,0,0,49990.9,10.699999999999989,2853.0
2,298.6,309.4,1399,48.9,135,0,0,0,0,0,0,68411.09999999999,10.799999999999955,6601.5
1,297.5,308.1,1534,38.4,114,0,0,0,0,0,0,58905.6,10.600000000000023,4377.599999999999
2,301.6,310.5,1498,43.1,97,0,0,0,0,0,0,64563.8,8.899999999999977,4180.7
3,304.1,313.2,1739,22.2,88,0,0,0,0,0,0,38605.799999999996,9.099999999999966,1953.6
3,298.6,308.2,1492,36.9,5,0,0,0,0,0,0,55054.799999999996,9.599999999999966,184.5
3,302.3,310.8,2019,20.9,137,0,0,0,0,0,0,42197.1,8.5,2863.2999999999997
3,298.3,309.1,1374,54.0,97,0,0,0,0,0,0,74196.0,10.800000000000011,5238.0
2,298.8,310.0,1492,48.4,132,0,0,0,0,0,0,72212.8,11.199999999999989,6388.8
2,298.2,308.8,1505,40.5,34,0,0,0,0,0,0,60952.5,10.600000000000023,1377.0
3,302.2,310.6,1312,59.3,61,1,0,1,0,0,0,77801.59999999999,8.400000000000034,3617.2999999999997
3,302.2,312.3,1277,68.3,0,1,0,0,1,0,0,87219.09999999999,10.100000000000023,0.0
3,302.2,311.8,1598,41.4,27,0,0,0,0,0,0,66157.2,9.600000000000023,1117.8
1,296.5,308.5,2555,14.5,94,0,0,0,0,0,0,37047.5,12.0,1363.0
3,303.9,312.7,1423,49.1,196,0,0,0,0,0,0,69869.3,8.800000000000011,9623.6
2,300.2,309.7,1572,35.0,87,0,0,0,0,0,0,55020.0,9.5,3045.0
2,303.9,312.3,1679,31.9,99,0,0,0,0,0,0,53560.1,8.400000000000034,3158.1
3,299.7,311.8,1416,39.8,79,0,0,0,0,0,0,56356.799999999996,12.100000000000023,3144.2
3,301.3,310.5,1627,29.5,169,0,0,0,0,0,0,47996.5,9.199999999999989,4985.5
3,301.2,311.0,1424,40.8,22,0,0,0,0,0,0,58099.2,9.800000000000011,897.5999999999999
3,299.6,310.7,1409,51.5,137,0,0,0,0,0,0,72563.5,11.099999999999966,7055.5
3,298.0,309.0,1793,29.3,79,0,0,0,0,0,0,52534.9,11.0,2314.7000000000003
2,298.6,308.2,1400,46.2,180,0,0,0,0,0,0,64680.00000000001,9.599999999999966,8316.0
2,300.7,311.9,1667,25.2,87,0,0,0,0,0,0,42008.4,11.199999999999989,2192.4
2,300.0,311.6,1427,42.0,38,0,0,0,0,0,0,59934.0,11.600000000000023,1596.0
3,298.6,309.7,1366,52.5,6,0,0,0,0,0,0,71715.0,11.099999999999966,315.0
3,299.1,307.7,1334,53.8,82,1,0,1,0,0,0,71769.2,8.599999999999966,4411.599999999999
2,300.0,311.0,1581,45.6,125,0,0,0,0,0,0,72093.6,11.0,5700.0
1,299.8,309.5,1456,52.5,117,0,0,0,0,0,0,76440.0,9.699999999999989,6142.5
3,299.5,308.4,1518,44.8,82,0,0,0,0,0,0,68006.4,8.899999999999977,3673.6
2,299.7,309.1,1470,41.1,205,0,0,0,0,0,0,60417.0,9.400000000000034,8425.5
3,303.0,312.3,1663,32.5,158,0,0,0,0,0,0,54047.5,9.300000000000011,5135.0
2,297.8,308.7,1455,49.3,200,0,0,0,0,0,0,71731.5,10.899999999999977,9860.0
3,299.3,310.3,1829,24.6,77,0,0,0,0,0,0,44993.4,11.0,1894.2
2,297.9,308.6,1373,48.1,78,0,0,0,0,0,0,66041.3,10.700000000000045,3751.8
1,298.0,307.3,1574,35.5,190,0,0,0,0,0,0,55877.0,9.300000000000011,6745.0
3,299.8,310.2,1602,34.2,157,0,0,0,0,0,0,54788.4,10.399999999999977,5369.400000000001
3,301.5,311.3,1584,34.0,61,0,0,0,0,0,0,53856.0,9.800000000000011,2074.0
3,301.0,309.7,1877,22.7,16,0,0,0,0,0,0,42607.9,8.699999999999989,363.2
2,302.9,311.6,1214,66.3,184,1,0,0,0,1,0,80488.2,8.700000000000045,12199.199999999999
2,301.2,310.9,1376,54.8,180,0,0,0,0,0,0,75404.8,9.699999999999989,9864.0
3,302.3,311.3,1771,27.9,34,0,0,0,0,0,0,49410.899999999994,9.0,948.5999999999999
2,298.4,309.4,1651,34.0,111,0,0,0,0,0,0,56134.0,11.0,3774.0
2,297.4,309.1,1428,47.8,2,0,0,0,0,0,0,68258.4,11.700000000000045,95.6
2,301.0,311.8,1848,24.4,26,0,0,0,0,0,0,45091.2,10.800000000000011,634.4
3,304.1,312.7,1548,39.3,180,0,0,0,0,0,0,60836.399999999994,8.599999999999966,7073.999999999999
2,299.9,309.0,1368,50.0,178,0,0,0,0,0,0,68400.0,9.100000000000023,8900.0
3,299.3,309.4,1535,33.9,174,0,0,0,0,0,0,52036.5,10.099999999999966,5898.599999999999
3,299.0,310.3,1491,38.0,209,0,0,0,0,0,0,56658.0,11.300000000000011,7942.0
3,302.4,310.3,1426,48.7,132,0,0,0,0,0,0,69446.2,7.900000000000034,6428.400000000001
3,297.9,307.3,1430,42.2,148,0,0,0,0,0,0,60346.00000000001,9.400000000000034,6245.6
3,302.2,311.5,1632,32.4,48,0,0,0,0,0,0,52876.799999999996,9.300000000000011,1555.1999999999998
3,297.6,308.6,1498,44.2,185,0,0,0,0,0,0,66211.6,11.0,8177.000000000001
3,297.0,308.1,1512,38.4,102,0,0,0,0,0,0,58060.799999999996,11.100000000000023,3916.7999999999997
2,299.6,309.4,1433,47.9,54,0,0,0,0,0,0,68640.7,9.799999999999955,2586.6
3,300.3,311.5,1513,44.5,67,0,0,0,0,0,0,67328.5,11.199999999999989,2981.5
3,302.0,310.5,1430,41.5,106,0,0,0,0,0,0,59345.0,8.5,4399.0
3,298.1,308.2,1476,40.4,98,0,0,0,0,0,0,59630.4,10.099999999999966,3959.2
3,300.5,309.1,1508,40.7,196,0,0,0,0,0,0,61375.600000000006,8.600000000000023,7977.200000000001
3,301.6,310.5,1506,44.1,225,0,0,0,0,0,0,66414.6,8.899999999999977,9922.5
3,302.3,310.7,1375,43.3,186,1,0,1,0,0,0,59537.49999999999,8.399999999999977,8053.799999999999
3,301.4,310.9,1556,43.6,142,0,0,0,0,0,0,67841.6,9.5,6191.2
3,298.4,309.5,1369,49.8,200,0,0,0,0,0,0,68176.2,11.100000000000023,9960.0
3,302.4,311.5,1404,41.1,215,0,0,0,0,0,0,57704.4,9.100000000000023,8836.5
3,296.7,308.0,1287,67.2,148,1,0,0,1,0,0,86486.40000000001,11.300000000000011,9945.6
3,300.1,309.3,1514,35.9,41,0,0,0,0,0,0,54352.6,9.199999999999989,1471.8999999999999
2,300.8,312.1,1282,52.9,169,0,0,0,0,0,0,67817.8,11.300000000000011,8940.1
2,298.4,309.8,1430,47.5,51,0,0,0,0,0,0,67925.0,11.400000000000034,2422.5
2,300.3,310.5,1681,31.1,230,0,0,0,0,0,0,52279.100000000006,10.199999999999989,7153.0
3,298.1,308.3,1522,41.9,153,0,0,0,0,0,0,63771.799999999996,10.199999999999989,6410.7
3,298.2,308.0,1882,24.0,0,0,0,0,0,0,0,45168.0,9.800000000000011,0.0
3,297.6,308.3,1746,29.4,100,0,0,0,0,0,0,51332.399999999994,10.699999999999989,2940.0
3,298.7,309.9,1423,42.2,105,0,0,0,0,0,0,60050.600000000006,11.199999999999989,4431.0
3,298.1,307.9,1970,21.8,44,0,0,0,0,0,0,42946.0,9.799999999999955,959.2
2,297.3,308.5,1494,42.7,43,0,0,0,0,0,0,63793.8,11.199999999999989,1836.1000000000001
2,298.8,308.7,1510,33.1,92,0,0,0,0,0,0,49981.0,9.899999999999977,3045.2000000000003
2,299.2,309.0,1539,44.1,216,0,0,0,0,0,0,67869.90000000001,9.800000000000011,9525.6
3,300.5,310.3,1617,31.3,49,0,0,0,0,0,0,50612.1,9.800000000000011,1533.7
3,300.4,310.9,1407,46.3,97,0,0,0,0,0,0,65144.1,10.5,4491.099999999999
3,300.4,311.5,1348,47.0,112,0,0,0,0,0,0,63356.0,11.100000000000023,5264.0
2,299.7,309.0,1431,40.0,37,0,0,0,0,0,0,57240.0,9.300000000000011,1480.0
3,298.0,308.2,1286,60.8,41,0,0,0,0,0,0,78188.8,10.199999999999989,2492.7999999999997
3,297.5,308.3,1545,37.3,164,0,0,0,0,0,0,57628.49999999999,10.800000000000011,6117.2
2,300.0,310.0,1462,42.9,199,0,0,0,0,0,0,62719.799999999996,10.0,8537.1
3,299.4,308.6,1413,57.5,173,0,0,0,0,0,0,81247.5,9.200000000000045,9947.5
1,300.8,309.9,1377,60.5,107,0,0,0,0,0,0,83308.5,9.099999999999966,6473.5
3,296.5,308.4,1439,44.3,3,0,0,0,0,0,0,63747.7,11.899999999999977,132.89999999999998
3,302.4,311.6,1446,42.4,114,0,0,0,0,0,0,61310.4,9.200000000000045,4833.599999999999
3,296.7,307.7,1521,37.5,164,0,0,0,0,0,0,57037.5,11.0,6150.0
2,302.8,310.2,1425,49.1,107,0,0,0,0,0,0,69967.5,7.399999999999977,5253.7
1,300.9,312.3,1496,42.7,51,0,0,0,0,0,0,63879.200000000004,11.400000000000034,2177.7000000000003
3,304.3,312.3,1363,46.5,177,1,0,1,0,0,0,63379.5,8.0,8230.5
2,302.0,311.1,1408,50.4,191,0,0,0,0,0,0,70963.2,9.100000000000023,9626.4
3,298.5,309.0,1352,57.1,15,0,0,0,0,0,0,77199.2,10.5,856.5
2,300.4,310.6,1381,49.8,65,0,0,0,0,0,0,68773.8,10.200000000000045,3237.0
2,300.7,310.3,1351,57.7,184,0,0,0,0,0,0,77952.7,9.600000000000023,10616.800000000001
2,301.8,310.7,1390,50.5,167,0,0,0,0,0,0,70195.0,8.899999999999977,8433.5
3,298.2,308.7,1412,45.3,87,0,0,0,0,0,0,63963.6,10.5,3941.1
2,300.8,311.4,1423,40.3,183,0,0,0,0,0,0,57346.899999999994,10.599999999999966,7374.9
2,298.0,307.1,1470,44.4,13,0,0,0,0,0,0,65268.0,9.100000000000023,577.1999999999999
2,302.3,311.2,1635,33.4,155,0,0,0,0,0,0,54609.0,8.899999999999977,5177.0
2,303.8,312.6,1435,46.7,157,0,0,0,0,0,0,67014.5,8.800000000000011,7331.900000000001
3,297.2,309.5,1638,32.6,74,0,0,0,0,0,0,53398.8,12.300000000000011,2412.4
3,300.0,311.0,1516,34.7,168,0,0,0,0,0,0,52605.200000000004,11.0,5829.6
3,302.1,311.9,1822,25.8,203,0,0,0,0,0,0,47007.6,9.799999999999955,5237.400000000001
3,299.0,309.8,1596,32.1,91,0,0,0,0,0,0,51231.600000000006,10.800000000000011,2921.1
1,300.5,312.1,1477,39.1,121,0,0,0,0,0,0,57750.700000000004,11.600000000000023,4731.1
3,298.6,308.8,1336,51.8,171,0,0,0,0,0,0,69204.8,10.199999999999989,8857.8
2,297.3,308.4,1499,45.0,10,0,0,0,0,0,0,67455.0,11.099999999999966,450.0
1,301.5,310.6,1467,39.1,51,0,0,0,0,0,0,57359.700000000004,9.100000000000023,1994.1000000000001
3,301.0,311.6,1480,46.4,218,0,0,0,0,0,0,68672.0,10.600000000000023,10115.199999999999
2,297.4,308.9,1407,38.9,85,0,0,0,0,0,0,54732.299999999996,11.5,3306.5
3,299.1,310.4,1681,30.3,124,0,0,0,0,0,0,50934.3,11.299999999999955,3757.2000000000003
3,301.3,310.6,1569,48.0,83,0,0,0,0,0,0,75312.0,9.300000000000011,3984.0
2,303.6,312.8,1367,47.9,159,0,0,0,0,0,0,65479.299999999996,9.199999999999989,7616.099999999999
3,298.8,308.1,1558,33.3,124,0,0,0,0,0,0,51881.399999999994,9.300000000000011,4129.2
3,298.5,309.9,1372,53.8,111,0,0,0,0,0,0,73813.59999999999,11.399999999999977,5971.799999999999
3,299.1,308.6,1409,50.6,86,0,0,0,0,0,0,71295.40000000001,9.5,4351.6
3,303.7,312.9,1643,40.4,181,0,0,0,0,0,0,66377.2,9.199999999999989,7312.4
2,301.1,310.3,1718,31.6,205,0,0,0,0,0,0,54288.8,9.199999999999989,6478.0
3,297.7,308.3,1675,29.8,116,0,0,0,0,0,0,49915.0,10.600000000000023,3456.8
1,297.5,308.4,1479,41.0,107,0,0,0,0,0,0,60639.0,10.899999999999977,4387.0
2,301.1,310.9,1276,51.5,107,0,0,0,0,0,0,65714.0,9.799999999999955,5510.5
2,300.2,310.6,1433,51.0,159,0,0,0,0,0,0,73083.0,10.400000000000034,8109.0
3,302.4,311.1,1301,54.8,131,0,0,0,0,0,0,71294.8,8.700000000000045,7178.799999999999
3,300.6,309.3,1532,40.0,201,0,0,0,0,0,0,61280.0,8.699999999999989,8040.0
2,299.9,311.5,1357,54.5,162,0,0,0,0,0,0,73956.5,11.600000000000023,8829.0
3,300.0,311.9,1401,50.0,48,0,0,0,0,0,0,70050.0,11.899999999999977,2400.0
3,299.6,311.1,1416,43.1,138,0,0,0,0,0,0,61029.6,11.5,5947.8
3,297.1,307.8,1411,44.3,124,0,0,0,0,0,0,62507.299999999996,10.699999999999989,5493.2
3,297.6,308.8,1951,21.8,167,0,0,0,0,0,0,42531.8,11.199999999999989,3640.6
1,304.1,313.0,1493,46.2,4,0,0,0,0,0,0,68976.6,8.899999999999977,184.8
3,300.3,310.2,1400,39.2,146,0,0,0,0,0,0,54880.00000000001,9.899999999999977,5723.200000000001
2,299.9,309.8,1480,37.5,171,0,0,0,0,0,0,55500.0,9.900000000000034,6412.5
3,300.2,309.3,1369,61.4,61,0,0,0,0,0,0,84056.59999999999,9.100000000000023,3745.4
2,299.6,308.8,1398,48.1,209,0,0,0,0,0,0,67243.8,9.199999999999989,10052.9
2,302.3,311.8,1679,32.0,134,0,0,0,0,0,0,53728.0,9.5,4288.0
3,298.4,308.7,1310,60.1,37,0,0,0,0,0,0,78731.0,10.300000000000011,2223.7000000000003
2,300.0,311.3,1477,39.8,132,0,0,0,0,0,0,58784.6,11.300000000000011,5253.599999999999
3,300.0,310.7,1506,39.3,110,0,0,0,0,0,0,59185.799999999996,10.699999999999989,4323.0
1,303.0,311.1,2062,20.6,171,0,0,0,0,0,0,42477.200000000004,8.100000000000023,3522.6000000000004
2,299.7,308.8,1445,42.3,72,0,0,0,0,0,0,61123.49999999999,9.100000000000023,3045.6
3,302.5,310.9,1955,21.2,24,0,0,0,0,0,0,41446.0,8.399999999999977,508.79999999999995
2,298.1,309.8,1374,55.2,45,0,0,0,0,0,0,75844.8,11.699999999999989,2484.0
3,300.5,309.8,1497,36.2,178,0,0,0,0,0,0,54191.4,9.300000000000011,6443.6
2,301.4,311.2,1415,48.7,23,0,0,0,0,0,0,68910.5,9.800000000000011,1120.1000000000001
3,297.6,308.0,1547,38.7,106,0,0,0,0,0,0,59868.9,10.399999999999977,4102.200000000001
3,298.0,307.5,1479,43.1,165,0,0,0,0,0,0,63744.9,9.5,7111.5
2,300.4,309.9,1703,31.9,169,0,0,0,0,0,0,54325.7,9.5,5391.099999999999
2,300.2,311.6,1301,62.8,114,0,0,0,0,0,0,81702.8,11.400000000000034,7159.2
1,298.4,307.5,1629,32.0,167,0,0,0,0,0,0,52128.0,9.100000000000023,5344.0
3,297.0,307.9,1573,34.5,223,0,0,0,0,0,0,54268.5,10.899999999999977,7693.5
2,297.4,308.1,1541,36.8,73,0,0,0,0,0,0,56708.799999999996,10.700000000000045,2686.3999999999996
2,294.5,306.0,1483,39.4,189,0,0,0,0,0,0,58430.2,11.5,7446.599999999999
3,298.1,309.4,1547,42.2,144,0,0,0,0,0,0,65283.4,11.299999999999955,6076.8
2,297.2,308.8,1579,34.2,133,0,0,0,0,0,0,54001.8,11.600000000000023,4548.6
1,300.8,310.8,1532,38.6,139,0,0,0,0,0,0,59135.200000000004,10.0,5365.400000000001
3,303.6,312.3,1335,44.5,80,0,0,0,0,0,0,59407.5,8.699999999999989,3560.0
3,300.9,309.0,1493,43.4,242,0,0,0,0,0,0,64796.2,8.100000000000023,10502.8
1,302.1,310.1,1683,30.2,64,0,0,0,0,0,0,50826.6,8.0,1932.8
3,297.7,307.8,1669,28.8,122,0,0,0,0,0,0,48067.200000000004,10.100000000000023,3513.6
3,299.1,310.6,1572,36.6,37,0,0,0,0,0,0,57535.200000000004,11.5,1354.2
2,300.4,309.8,1569,38.0,162,0,0,0,0,0,0,59622.0,9.400000000000034,6156.0
2,303.4,310.3,1586,37.7,101,0,0,0,0,0,0,59792.200000000004,6.900000000000034,3807.7000000000003
